name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_date_str,correct_answer
Fred,2019-08-26,Maria,2019-09-08,Bob,2019-09-14,Fred went to a French restaurant on the 26th of August. Maria went to a French restaurant on the 8th of September. Bob went to a French restaurant on the 14th of September. The first person that went to a French restaurant was,2019-08-26,26th of August,Fred
Marco,2019-09-13,Hope,2019-08-02,Fred,2019-08-26,Marco repotted the plants on the 13th of September. Hope repotted the plants on the 2nd of August. Fred repotted the plants on the 26th of August. The first person that repotted the plants was,2019-08-02,2nd of August,Hope
Brandon,2019-09-04,Rose,2019-09-07,Grant,2019-08-07,Brandon donated blood on the 4th of September. Rose donated blood on the 7th of September. Grant donated blood on the 7th of August. The first person that donated blood was,2019-08-07,7th of August,Grant
Matt,2019-09-20,Steve,2019-08-04,Scott,2019-09-09,Matt took a plane on the 20th of September. Steve took a plane on the 4th of August. Scott took a plane on the 9th of September. The first person that took a plane was,2019-08-04,4th of August,Steve
Kevin,2019-09-18,Joy,2019-09-04,Richard,2019-08-20,Kevin won a prize on the 18th of September. Joy won a prize on the 4th of September. Richard won a prize on the 20th of August. The first person that won a prize was,2019-08-20,20th of August,Richard
Neil,2019-09-02,Grant,2019-08-08,Richard,2019-08-12,Neil alphabetized the bookshelf on the 2nd of September. Grant alphabetized the bookshelf on the 8th of August. Richard alphabetized the bookshelf on the 12th of August. The first person that alphabetized the bookshelf was,2019-08-08,8th of August,Grant
Frank,2019-09-26,Emily,2019-09-18,Bob,2019-09-16,Frank got a manicure on the 26th of September. Emily got a manicure on the 18th of September. Bob got a manicure on the 16th of September. The first person that got a manicure was,2019-09-16,16th of September,Bob
Frank,2019-08-27,Leon,2019-08-23,Emily,2019-09-18,Frank went to the museum on the 27th of August. Leon went to the museum on the 23rd of August. Emily went to the museum on the 18th of September. The first person that went to the museum was,2019-08-23,23rd of August,Leon
Jason,2019-08-06,Ryan,2019-09-03,Brandon,2019-09-10,Jason ironed the clothes on the 6th of August. Ryan ironed the clothes on the 3rd of September. Brandon ironed the clothes on the 10th of September. The first person that ironed the clothes was,2019-08-06,6th of August,Jason
Robert,2019-09-15,William,2019-08-06,Jerry,2019-08-23,Robert played chess on the 15th of September. William played chess on the 6th of August. Jerry played chess on the 23rd of August. The first person that played chess was,2019-08-06,6th of August,William
Matt,2019-09-07,Walker,2019-09-14,Henry,2019-08-17,Matt donated clothes on the 7th of September. Walker donated clothes on the 14th of September. Henry donated clothes on the 17th of August. The first person that donated clothes was,2019-08-17,17th of August,Henry
Rose,2019-09-07,Richard,2019-09-19,Brandon,2019-09-29,Rose attended a graduation on the 7th of September. Richard attended a graduation on the 19th of September. Brandon attended a graduation on the 29th of September. The first person that attended a graduation was,2019-09-07,7th of September,Rose
Connor,2019-08-01,Marco,2019-09-30,Emily,2019-08-15,Connor went to the gym on the 1st of August. Marco went to the gym on the 30th of September. Emily went to the gym on the 15th of August. The first person that went to the gym was,2019-08-01,1st of August,Connor
Jack,2019-08-23,Andrew,2019-09-21,Robert,2019-08-13,Jack went to the museum on the 23rd of August. Andrew went to the museum on the 21st of September. Robert went to the museum on the 13th of August. The first person that went to the museum was,2019-08-13,13th of August,Robert
Michael,2019-09-24,Henry,2019-08-17,Alice,2019-08-20,Michael took a bus on the 24th of September. Henry took a bus on the 17th of August. Alice took a bus on the 20th of August. The first person that took a bus was,2019-08-17,17th of August,Henry
Brandon,2019-09-29,Bob,2019-08-31,Jerry,2019-09-27,Brandon donated clothes on the 29th of September. Bob donated clothes on the 31st of August. Jerry donated clothes on the 27th of September. The first person that donated clothes was,2019-08-31,31st of August,Bob
Ryan,2019-09-17,Marco,2019-08-28,Emily,2019-09-18,Ryan alphabetized the bookshelf on the 17th of September. Marco alphabetized the bookshelf on the 28th of August. Emily alphabetized the bookshelf on the 18th of September. The first person that alphabetized the bookshelf was,2019-08-28,28th of August,Marco
Scott,2019-08-24,Laura,2019-09-13,Joy,2019-09-24,Scott purchased a new laptop on the 24th of August. Laura purchased a new laptop on the 13th of September. Joy purchased a new laptop on the 24th of September. The first person that purchased a new laptop was,2019-08-24,24th of August,Scott
Neil,2019-08-21,Frank,2019-09-26,Fred,2019-09-15,Neil won a contest on the 21st of August. Frank won a contest on the 26th of September. Fred won a contest on the 15th of September. The first person that won a contest was,2019-08-21,21st of August,Neil
Kevin,2019-08-29,Matt,2019-08-19,Jason,2019-09-06,Kevin built a desktop computer on the 29th of August. Matt built a desktop computer on the 19th of August. Jason built a desktop computer on the 6th of September. The first person that built a desktop computer was,2019-08-19,19th of August,Matt
Martin,2019-08-04,Robert,2019-08-15,Marco,2019-08-28,Martin took a bus on the 4th of August. Robert took a bus on the 15th of August. Marco took a bus on the 28th of August. The first person that took a bus was,2019-08-04,4th of August,Martin
Charlie,2019-09-12,Frank,2019-08-22,Blake,2019-09-22,Charlie reorganized the closet on the 12th of September. Frank reorganized the closet on the 22nd of August. Blake reorganized the closet on the 22nd of September. The first person that reorganized the closet was,2019-08-22,22nd of August,Frank
Matt,2019-08-11,William,2019-09-17,Joy,2019-08-04,Matt attended a wedding on the 11th of August. William attended a wedding on the 17th of September. Joy attended a wedding on the 4th of August. The first person that attended a wedding was,2019-08-04,4th of August,Joy
Brandon,2019-09-10,Bob,2019-08-31,Aaron,2019-09-04,Brandon ran a marathon on the 10th of September. Bob ran a marathon on the 31st of August. Aaron ran a marathon on the 4th of September. The first person that ran a marathon was,2019-08-31,31st of August,Bob
Joy,2019-09-04,Ryan,2019-09-03,William,2019-08-26,Joy went to a concert on the 4th of September. Ryan went to a concert on the 3rd of September. William went to a concert on the 26th of August. The first person that went to a concert was,2019-08-26,26th of August,William
Neil,2019-09-02,George,2019-09-30,Andrew,2019-08-30,Neil washed the dog on the 2nd of September. George washed the dog on the 30th of September. Andrew washed the dog on the 30th of August. The first person that washed the dog was,2019-08-30,30th of August,Andrew
Henry,2019-08-02,Emily,2019-09-15,Walker,2019-08-23,Henry visited a new city on the 2nd of August. Emily visited a new city on the 15th of September. Walker visited a new city on the 23rd of August. The first person that visited a new city was,2019-08-02,2nd of August,Henry
Matt,2019-08-11,Dean,2019-08-26,Dallas,2019-09-05,Matt went to an Indian restaurant on the 11th of August. Dean went to an Indian restaurant on the 26th of August. Dallas went to an Indian restaurant on the 5th of September. The first person that went to an Indian restaurant was,2019-08-11,11th of August,Matt
John,2019-08-23,Andrew,2019-08-22,Peter,2019-08-19,John arrived in France on the 23rd of August. Andrew arrived in France on the 22nd of August. Peter arrived in France on the 19th of August. The first person that arrived in France was,2019-08-19,19th of August,Peter
Joy,2019-09-09,Robert,2019-08-12,Peter,2019-08-02,Joy got a haircut on the 9th of September. Robert got a haircut on the 12th of August. Peter got a haircut on the 2nd of August. The first person that got a haircut was,2019-08-02,2nd of August,Peter
Charlie,2019-08-09,Neil,2019-09-02,Grant,2019-08-08,Charlie arrived in Italy on the 9th of August. Neil arrived in Italy on the 2nd of September. Grant arrived in Italy on the 8th of August. The first person that arrived in Italy was,2019-08-08,8th of August,Grant
Jason,2019-08-18,Maria,2019-09-15,Michael,2019-08-21,Jason cooked cheesecake on the 18th of August. Maria cooked cheesecake on the 15th of September. Michael cooked cheesecake on the 21st of August. The first person that cooked cheesecake was,2019-08-18,18th of August,Jason
Emily,2019-08-15,Brandon,2019-09-04,Fred,2019-08-26,Emily cleaned the attic on the 15th of August. Brandon cleaned the attic on the 4th of September. Fred cleaned the attic on the 26th of August. The first person that cleaned the attic was,2019-08-15,15th of August,Emily
Alex,2019-08-10,Rachel,2019-09-27,Scott,2019-09-09,Alex sent a postcard on the 10th of August. Rachel sent a postcard on the 27th of September. Scott sent a postcard on the 9th of September. The first person that sent a postcard was,2019-08-10,10th of August,Alex
Joy,2019-08-04,Grant,2019-08-07,Emily,2019-09-15,Joy cleaned the windows on the 4th of August. Grant cleaned the windows on the 7th of August. Emily cleaned the windows on the 15th of September. The first person that cleaned the windows was,2019-08-04,4th of August,Joy
Robert,2019-08-24,Kevin,2019-09-19,Neil,2019-08-21,Robert visited a new country on the 24th of August. Kevin visited a new country on the 19th of September. Neil visited a new country on the 21st of August. The first person that visited a new country was,2019-08-21,21st of August,Neil
April,2019-08-08,Robert,2019-08-29,Luke,2019-09-08,April refinanced the mortgage on the 8th of August. Robert refinanced the mortgage on the 29th of August. Luke refinanced the mortgage on the 8th of September. The first person that refinanced the mortgage was,2019-08-08,8th of August,April
Michael,2019-09-24,Walker,2019-09-14,Peter,2019-08-19,Michael went fishing on the 24th of September. Walker went fishing on the 14th of September. Peter went fishing on the 19th of August. The first person that went fishing was,2019-08-19,19th of August,Peter
Michael,2019-09-24,Robert,2019-09-15,Leon,2019-09-09,Michael went to a Thai restaurant on the 24th of September. Robert went to a Thai restaurant on the 15th of September. Leon went to a Thai restaurant on the 9th of September. The first person that went to a Thai restaurant was,2019-09-09,9th of September,Leon
Max,2019-08-05,Fred,2019-09-15,Peter,2019-08-02,Max went hiking on the 5th of August. Fred went hiking on the 15th of September. Peter went hiking on the 2nd of August. The first person that went hiking was,2019-08-02,2nd of August,Peter
Emily,2019-09-15,Dallas,2019-09-13,Matt,2019-08-19,Emily harvested a garden on the 15th of September. Dallas harvested a garden on the 13th of September. Matt harvested a garden on the 19th of August. The first person that harvested a garden was,2019-08-19,19th of August,Matt
Maria,2019-09-08,Robert,2019-09-17,Rose,2019-09-14,Maria arrived in Italy on the 8th of September. Robert arrived in Italy on the 17th of September. Rose arrived in Italy on the 14th of September. The first person that arrived in Italy was,2019-09-08,8th of September,Maria
George,2019-08-25,Matt,2019-08-11,Charlie,2019-08-09,George won a prize on the 25th of August. Matt won a prize on the 11th of August. Charlie won a prize on the 9th of August. The first person that won a prize was,2019-08-09,9th of August,Charlie
Scott,2019-08-22,Grant,2019-08-08,Ryan,2019-09-17,Scott got a raise on the 22nd of August. Grant got a raise on the 8th of August. Ryan got a raise on the 17th of September. The first person that got a raise was,2019-08-08,8th of August,Grant
Jerry,2019-08-10,Frank,2019-09-21,Laura,2019-09-13,Jerry took a boat on the 10th of August. Frank took a boat on the 21st of September. Laura took a boat on the 13th of September. The first person that took a boat was,2019-08-10,10th of August,Jerry
