name_1,period_length_1,period_str_1,name_2,period_length_2,period_str_2,name_3,period_length_3,period_str_3,context,period_type,correct_period_str,correct_period_length,correct_answer
Marco,7.0,every week,Scott,14.0,every other week,Matt,10.0,three times a month,Marco attends the yoga class every week. Scott attends the yoga class every other week. Matt attends the yoga class three times a month. The person who attends th yoga class more often is,weeks,every week,7.0,Marco
Alex,5.0,six times a month,Emily,42.0,every 6 weeks,Marco,7.0,every week,Alex cleans the windows six times a month. Emily cleans the windows every 6 weeks. Marco cleans the windows every week. The person who cleans the windows more often is,weeks,six times a month,5.0,Alex
Scott,21.0,every 3 weeks,Neil,6.0,five times a month,Ryan,5.0,six times a month,Scott takes out the trash every 3 weeks. Neil takes out the trash five times a month. Ryan takes out the trash six times a month. The person who takes out the trash more often is,weeks,six times a month,5.0,Ryan
Laura,7.0,every week,Matt,1.1666666666666667,six times a week,Charlie,5.0,every 5 days,Laura goes for a swim every week. Matt goes for a swim six times a week. Charlie goes for a swim every 5 days. The person who goes for a swim more often is,days,six times a week,1.1666666666666667,Matt
Aaron,4.0,every 4 days,Charlie,5.0,every 5 days,Ian,1.0,every day,Aaron bakes a cake every 4 days. Charlie bakes a cake every 5 days. Ian bakes a cake every day. The person who bakes a cake more often is,days,every day,1.0,Ian
Kyle,1.75,four times a week,Matt,2.0,every other day,Dallas,1.0,every day,Kyle reads the newspaper four times a week. Matt reads the newspaper every other day. Dallas reads the newspaper every day. The person who reads the newspaper more often is,days,every day,1.0,Dallas
Tyler,7.5,four times a month,Hunter,30.0,every month,Mark,6.0,five times a month,Tyler bakes a cake four times a month. Hunter bakes a cake every month. Mark bakes a cake five times a month. The person who bakes a cake more often is,weeks,five times a month,6.0,Mark
Henry,7.0,every week,Aaron,1.75,four times a week,Charlie,1.4,five times a week,Henry plays volleyball every week. Aaron plays volleyball four times a week. Charlie plays volleyball five times a week. The person who plays volleyball more often is,days,five times a week,1.4,Charlie
Henry,365.0,every year,Dallas,2190.0,every 6 years,Luke,730.0,every two years,Henry attends a festival every year. Dallas attends a festival every 6 years. Luke attends a festival every two years. The person who attends a festival more often is,years,every year,365.0,Henry
Luke,150.0,every 5 months,Matt,30.0,monthly,Mark,365.0,every year,Luke visits Italy every 5 months. Matt visits Italy monthly. Mark visits Italy every year. The person who visits Italy more often is,months,monthly,30.0,Matt
Rose,1825.0,every 5 years,Charlie,730.0,every two years,Jerry,1095.0,every 3 years,Rose visits Europe every 5 years. Charlie visits Europe every two years. Jerry visits Europe every 3 years. The person who visits Europe more often is,years,every two years,730.0,Charlie
Walker,6.0,every 6 days,Alex,3.5,twice a week,Kyle,7.0,every week,Walker plays tennis every 6 days. Alex plays tennis twice a week. Kyle plays tennis every week. The person who plays tennis more often is,days,twice a week,3.5,Alex
Joy,5.0,six times a month,Martin,35.0,every 5 weeks,Charlie,21.0,every 3 weeks,Joy goes on a business trip six times a month. Martin goes on a business trip every 5 weeks. Charlie goes on a business trip every 3 weeks. The person who goes on a business trip more often is,weeks,six times a month,5.0,Joy
Jerry,4.0,every 4 days,George,1.0,every day,Max,5.0,every 5 days,Jerry cleans the house every 4 days. George cleans the house every day. Max cleans the house every 5 days. The person who cleans the house more often is,days,every day,1.0,George
Kevin,3.5,twice a week,Walker,1.75,four times a week,Richard,6.0,every 6 days,Kevin waters the plants twice a week. Walker waters the plants four times a week. Richard waters the plants every 6 days. The person who waters the plants more often is,days,four times a week,1.75,Walker
Rachel,2.3333333333333335,three times a week,Neil,1.75,four times a week,Steve,1.1666666666666667,six times a week,Rachel goes for a run three times a week. Neil goes for a run four times a week. Steve goes for a run six times a week. The person who goes for a run more often is,days,six times a week,1.1666666666666667,Steve
Jack,3.5,twice a week,Scott,7.0,every week,Mark,5.0,every 5 days,Jack changes the bed sheets twice a week. Scott changes the bed sheets every week. Mark changes the bed sheets every 5 days. The person who changes the bed sheets more often is,days,twice a week,3.5,Jack
Martin,60.833333333333336,six times a year,Frank,60.0,every other month,Bob,90.0,every 3 months,Martin visits the doctor six times a year. Frank visits the doctor every other month. Bob visits the doctor every 3 months. The person who visits the doctor more often is,months,every other month,60.0,Frank
Frank,1.4,five times a week,Fred,6.0,every 6 days,Walker,4.0,every 4 days,Frank buys groceries five times a week. Fred buys groceries every 6 days. Walker buys groceries every 4 days. The person who buy groceries more often is,days,five times a week,1.4,Frank
Max,5.0,every 5 days,Luke,2.0,every other day,George,6.0,every 6 days,Max plays tennis every 5 days. Luke plays tennis every other day. George plays tennis every 6 days. The person who plays tennis more often is,days,every other day,2.0,Luke
Tyler,120.0,every 4 months,Charlie,180.0,every 6 months,Blake,182.5,twice a year,Tyler donates to charity every 4 months. Charlie donates to charity every 6 months. Blake donates to charity twice a year. The person who donates to charity more often is,months,every 4 months,120.0,Tyler
Dean,5.0,every 5 days,Robert,1.75,four times a week,John,3.0,every 3 days,Dean visits their grandparents every 5 days. Robert visits their grandparents four times a week. John visits their grandparents every 3 days. The person who visits their grandparents more often is,days,four times a week,1.75,Robert
Robert,1.75,four times a week,Dean,7.0,every week,Fred,1.4,five times a week,Robert plays soccer four times a week. Dean plays soccer every week. Fred plays soccer five times a week. The person who plays soccer more often is,days,five times a week,1.4,Fred
Walker,21.0,every 3 weeks,Jack,30.0,every month,Connor,7.0,every week,Walker donates to charity every 3 weeks. Jack donates to charity every month. Connor donates to charity every week. The person who donates to charity more often is,weeks,every week,7.0,Connor
Steve,365.0,every other year,Josh,1095.0,every 3 years,Jerry,1825.0,every 5 years,Steve visits Italy every other year. Josh visits Italy every 3 years. Jerry visits Italy every 5 years. The person who visits Italy more often is,years,every other year,365.0,Steve
Alice,180.0,every 6 months,Henry,90.0,every 3 months,Brandon,121.66666666666667,three times a year,Alice watches a movie every 6 months. Henry watches a movie every 3 months. Brandon watches a movie three times a year. The person who watches a movie more often is,months,every 3 months,90.0,Henry
Kevin,1.0,every day,John,3.0,every 3 days,Henry,3.5,twice a week,Kevin reads the newspaper every day. John reads the newspaper every 3 days. Henry reads the newspaper twice a week. The person who reads the newspaper more often is,days,every day,1.0,Kevin
Matt,1460.0,every 4 years,Rose,1825.0,every 5 years,Frank,365.0,every year,Matt visits India every 4 years. Rose visits India every 5 years. Frank visits India every year. The person who visits India more often is,years,every year,365.0,Frank
William,7.0,every week,Henry,10.0,three times a month,Marco,28.0,every 4 weeks,William mows the lawn every week. Henry mows the lawn three times a month. Marco mows the lawn every 4 weeks. The person who mows the lawn more often is,weeks,every week,7.0,William
Michael,1825.0,every 5 years,Josh,365.0,every other year,April,730.0,every two years,Michael goes on a vacation every 5 years. Josh goes on a vacation every other year. April goes on a vacation every two years. The person who goes on a vacation more often is,years,every other year,365.0,Josh
Emily,1.0,every day,Rachel,1.75,four times a week,Max,6.0,every 6 days,Emily refuels the car every day. Rachel refuels the car four times a week. Max refuels the car every 6 days. The person who refuels the car more often is,days,every day,1.0,Emily
George,6.0,every 6 days,Dallas,2.0,every other day,Robert,1.4,five times a week,George goes for a run every 6 days. Dallas goes for a run every other day. Robert goes for a run five times a week. The person who goes for a run more often is,days,five times a week,1.4,Robert
Blake,1.0,daily,Martin,1.1666666666666667,six times a week,Rachel,6.0,every 6 days,Blake plays tennis daily. Martin plays tennis six times a week. Rachel plays tennis every 6 days. The person who plays tennis more often is,days,daily,1.0,Blake
Robert,1.75,four times a week,Matt,2.0,every other day,Peter,6.0,every 6 days,Robert walks the dog four times a week. Matt walks the dog every other day. Peter walks the dog every 6 days. The person who walks the dog more often is,days,four times a week,1.75,Robert
Leon,365.0,every year,Tyler,120.0,every 4 months,Jerry,90.0,every 3 months,Leon attends a festival every year. Tyler attends a festival every 4 months. Jerry attends a festival every 3 months. The person who attends a festival more often is,months,every 3 months,90.0,Jerry
Steve,1.1666666666666667,six times a week,Matt,2.0,every other day,Brandon,6.0,every 6 days,Steve buys groceries six times a week. Matt buys groceries every other day. Brandon buys groceries every 6 days. The person who buy groceries more often is,days,six times a week,1.1666666666666667,Steve
Robert,1.4,five times a week,Dean,7.0,every week,Charlie,5.0,every 5 days,Robert goes shopping five times a week. Dean goes shopping every week. Charlie goes shopping every 5 days. The person who goes shopping more often is,days,five times a week,1.4,Robert
