name_1,time_1,name_2,time_2,name_3,time_3,context,alternatives,correct_time,correct_time_expr,correct_answer,correct_phase,correct_phase_og,correct_phase_label,correct_phase_og_label,time_idx_start,time_idx_end
Bob,15:30:00,Marco,22:45:00,Scott,06:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob goes for a walk at 15:30. Marco goes for a walk at 22:45. Scott goes for a walk at 6:00. The only person that goes for a walk in the night is","['Bob', 'Marco', 'Scott']",15:30:00,15:30,Bob,night,afternoon,0,2,113,118
Richard,18:45:00,Neil,16:00:00,Fred,22:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard calls their partner at 18:45. Neil calls their partner at 16:00. Fred calls their partner at 22:15. The only person that calls their partner in the night is","['Richard', 'Neil', 'Fred']",16:00:00,16:00,Neil,night,afternoon,0,2,156,161
Kyle,09:15:00,Brandon,14:15:00,Michael,21:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kyle prepares for bed at 9:15. Brandon prepares for bed at 14:15. Michael prepares for bed at 21:30. The only person that prepares for bed in the morning is","['Kyle', 'Brandon', 'Michael']",21:30:00,21:30,Michael,morning,evening,1,3,184,189
Richard,00:45:00,George,16:00:00,Dean,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard prepares for work at 00:45. George prepares for work at 16:00. Dean prepares for work at 23:00. The only person that prepares for work in the night is","['Richard', 'George', 'Dean']",16:00:00,16:00,George,night,afternoon,0,2,154,159
Michael,15:15:00,Walker,03:15:00,Steve,01:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael has a snack at 15:15. Walker has a snack at 3:15. Steve has a snack at 1:00. The only person that has a snack in the night is","['Michael', 'Walker', 'Steve']",15:15:00,15:15,Michael,night,afternoon,0,2,113,118
Alex,18:00:00,Henry,11:45:00,Fred,02:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex uses the phone at 18:00. Henry uses the phone at 11:45. Fred uses the phone at 2:15. The only person that uses the phone in the morning is","['Alex', 'Henry', 'Fred']",18:00:00,18:00,Alex,morning,evening,1,3,113,118
Henry,22:30:00,Kyle,09:15:00,Max,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry eats a meal at 22:30. Kyle eats a meal at 9:15. Max eats a meal at 5:00. The only person that eats a meal in the afternoon is","['Henry', 'Kyle', 'Max']",22:30:00,22:30,Henry,afternoon,evening,2,3,111,116
April,16:00:00,Andrew,11:00:00,Peter,23:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. April reads the mail at 16:00. Andrew reads the mail at 11:00. Peter reads the mail at 23:15. The only person that reads the mail in the afternoon is","['April', 'Andrew', 'Peter']",23:15:00,23:15,Peter,afternoon,evening,2,3,177,182
Dallas,22:45:00,Hunter,11:00:00,Alice,00:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas sends some emails at 22:45. Hunter sends some emails at 11:00. Alice sends some emails at 00:30. The only person that sends some emails in the night is","['Dallas', 'Hunter', 'Alice']",11:00:00,11:00,Hunter,night,morning,0,1,153,158
Frank,06:15:00,Jerry,08:00:00,Maria,03:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Frank reads a novel at 6:15. Jerry reads a novel at 8:00. Maria reads a novel at 3:30. The only person that reads a novel in the afternoon is","['Frank', 'Jerry', 'Maria']",03:30:00,3:30,Maria,afternoon,night,2,0,171,175
Henry,09:15:00,Jack,06:45:00,Brandon,21:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry tidies up the room at 9:15. Jack tidies up the room at 6:45. Brandon tidies up the room at 21:15. The only person that tidies up the room in the night is","['Henry', 'Jack', 'Brandon']",09:15:00,9:15,Henry,night,morning,0,1,118,122
Michael,06:45:00,Henry,19:30:00,George,22:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael exercises at 6:45. Henry exercises at 19:30. George exercises at 22:00. The only person that exercises in the evening is","['Michael', 'Henry', 'George']",06:45:00,6:45,Michael,evening,morning,3,1,111,115
Scott,19:00:00,Michael,15:30:00,Richard,05:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Scott drinks tea at 19:00. Michael drinks tea at 15:30. Richard drinks tea at 5:30. The only person that drinks tea in the morning is","['Scott', 'Michael', 'Richard']",19:00:00,19:00,Scott,morning,evening,1,3,110,115
Hope,18:15:00,April,05:30:00,Luke,11:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hope calls their partner at 18:15. April calls their partner at 5:30. Luke calls their partner at 11:45. The only person that calls their partner in the morning is","['Hope', 'April', 'Luke']",18:15:00,18:15,Hope,morning,evening,1,3,118,123
Robert,08:15:00,Max,10:00:00,Blake,12:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Robert sends some emails at 8:15. Max sends some emails at 10:00. Blake sends some emails at 12:45. The only person that sends some emails in the evening is","['Robert', 'Max', 'Blake']",08:15:00,8:15,Robert,evening,morning,3,1,118,122
Dallas,21:15:00,Connor,00:30:00,Leon,16:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Dallas goes for a run at 21:15. Connor goes for a run at 00:30. Leon goes for a run at 16:30. The only person that goes for a run in the morning is","['Dallas', 'Connor', 'Leon']",21:15:00,21:15,Dallas,morning,evening,1,3,115,120
Aaron,16:15:00,Joy,09:30:00,Alice,02:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Aaron has a meeting at 16:15. Joy has a meeting at 9:30. Alice has a meeting at 2:45. The only person that has a meeting in the afternoon is","['Aaron', 'Joy', 'Alice']",02:45:00,2:45,Alice,afternoon,night,2,0,170,174
Luke,08:30:00,William,13:00:00,Frank,03:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Luke calls a friend at 8:30. William calls a friend at 13:00. Frank calls a friend at 3:30. The only person that calls a friend in the evening is","['Luke', 'William', 'Frank']",08:30:00,8:30,Luke,evening,morning,3,1,113,117
Bob,13:30:00,Blake,18:45:00,Rose,15:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Bob goes for a walk at 13:30. Blake goes for a walk at 18:45. Rose goes for a walk at 15:00. The only person that goes for a walk in the morning is","['Bob', 'Blake', 'Rose']",18:45:00,18:45,Blake,morning,evening,1,3,145,150
Brandon,14:00:00,Bob,13:15:00,Steve,07:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Brandon rides a bike at 14:00. Bob rides a bike at 13:15. Steve rides a bike at 7:00. The only person that rides a bike in the evening is","['Brandon', 'Bob', 'Steve']",07:00:00,7:00,Steve,evening,morning,3,1,73,77
Richard,18:45:00,William,13:00:00,George,22:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Richard sends some emails at 18:45. William sends some emails at 13:00. George sends some emails at 22:00. The only person that sends some emails in the night is","['Richard', 'William', 'George']",13:00:00,13:00,William,night,afternoon,0,2,155,160
John,02:00:00,Jason,08:15:00,Robert,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. John watches the news at 2:00. Jason watches the news at 8:15. Robert watches the news at 5:00. The only person that watches the news in the afternoon is","['John', 'Jason', 'Robert']",02:00:00,2:00,John,afternoon,night,2,0,115,119
Henry,09:45:00,Dallas,02:00:00,Tyler,04:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Henry calls their partner at 9:45. Dallas calls their partner at 2:00. Tyler calls their partner at 4:30. The only person that calls their partner in the night is","['Henry', 'Dallas', 'Tyler']",09:45:00,9:45,Henry,night,morning,0,1,119,123
Hope,22:45:00,Richard,07:45:00,Kyle,10:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Hope makes a phone call at 22:45. Richard makes a phone call at 7:45. Kyle makes a phone call at 10:30. The only person that makes a phone call in the afternoon is","['Hope', 'Richard', 'Kyle']",22:45:00,22:45,Hope,afternoon,evening,2,3,117,122
Joy,22:15:00,Hunter,08:00:00,Bob,02:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy drinks water at 22:15. Hunter drinks water at 8:00. Bob drinks water at 2:15. The only person that drinks water in the morning is","['Joy', 'Hunter', 'Bob']",22:15:00,22:15,Joy,morning,evening,1,3,110,115
Marco,21:45:00,Robert,11:00:00,Jack,12:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Marco watches TV at 21:45. Robert watches TV at 11:00. Jack watches TV at 12:45. The only person that watches TV in the morning is","['Marco', 'Robert', 'Jack']",21:45:00,21:45,Marco,morning,evening,1,3,110,115
Alex,18:00:00,Fred,02:15:00,William,13:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Alex uses the computer at 18:00. Fred uses the computer at 2:15. William uses the computer at 13:00. The only person that uses the computer in the morning is","['Alex', 'Fred', 'William']",18:00:00,18:00,Alex,morning,evening,1,3,116,121
Joy,07:15:00,Josh,13:00:00,Brandon,08:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy reads a novel at 7:15. Josh reads a novel at 13:00. Brandon reads a novel at 8:30. The only person that reads a novel in the night is","['Joy', 'Josh', 'Brandon']",13:00:00,13:00,Josh,night,afternoon,0,2,139,144
Joy,01:15:00,Alex,13:15:00,Peter,23:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Joy checks the stock market at 1:15. Alex checks the stock market at 13:15. Peter checks the stock market at 23:00. The only person that checks the stock market in the night is","['Joy', 'Alex', 'Peter']",13:15:00,13:15,Alex,night,afternoon,0,2,159,164
Fred,08:45:00,Rachel,10:15:00,Jason,18:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Fred watches a movie at 8:45. Rachel watches a movie at 10:15. Jason watches a movie at 18:30. The only person that watches a movie in the evening is","['Fred', 'Rachel', 'Jason']",08:45:00,8:45,Fred,evening,morning,3,1,114,118
Josh,21:00:00,Hunter,21:15:00,Andrew,09:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Josh loads the laundry at 21:00. Hunter loads the laundry at 21:15. Andrew loads the laundry at 9:45. The only person that loads the laundry in the night is","['Josh', 'Hunter', 'Andrew']",09:45:00,9:45,Andrew,night,morning,0,1,186,190
Kevin,11:00:00,Luke,21:00:00,Hope,10:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Kevin washes the dishes at 11:00. Luke washes the dishes at 21:00. Hope washes the dishes at 10:15. The only person that washes the dishes in the morning is","['Kevin', 'Luke', 'Hope']",21:00:00,21:00,Luke,morning,evening,1,3,150,155
Rachel,11:30:00,Dallas,04:15:00,Blake,22:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Rachel prepares for bed at 11:30. Dallas prepares for bed at 4:15. Blake prepares for bed at 22:30. The only person that prepares for bed in the night is","['Rachel', 'Dallas', 'Blake']",11:30:00,11:30,Rachel,night,morning,0,1,117,122
Walker,07:15:00,Emily,12:15:00,Aaron,05:00:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Walker sends some emails at 7:15. Emily sends some emails at 12:15. Aaron sends some emails at 5:00. The only person that sends some emails in the night is","['Walker', 'Emily', 'Aaron']",12:15:00,12:15,Emily,night,afternoon,0,2,151,156
Matt,11:45:00,April,19:15:00,Frank,12:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Matt checks the news at 11:45. April checks the news at 19:15. Frank checks the news at 12:15. The only person that checks the news in the morning is","['Matt', 'April', 'Frank']",19:15:00,19:15,April,morning,evening,1,3,146,151
Ian,04:45:00,Henry,00:15:00,Alice,17:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Ian does stretching at 4:45. Henry does stretching at 00:15. Alice does stretching at 17:45. The only person that does stretching in the evening is","['Ian', 'Henry', 'Alice']",04:45:00,4:45,Ian,evening,night,3,0,113,117
Jerry,20:45:00,Brandon,18:45:00,Marco,23:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Jerry leaves for work at 20:45. Brandon leaves for work at 18:45. Marco leaves for work at 23:15. The only person that leaves for work in the afternoon is","['Jerry', 'Brandon', 'Marco']",23:15:00,23:15,Marco,afternoon,evening,2,3,181,186
Michael,18:45:00,Dallas,20:00:00,Leon,01:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Michael calls a friend at 18:45. Dallas calls a friend at 20:00. Leon calls a friend at 1:15. The only person that calls a friend in the afternoon is","['Michael', 'Dallas', 'Leon']",01:15:00,1:15,Leon,afternoon,night,2,0,178,182
Steve,07:00:00,Mark,01:45:00,Michael,03:30:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve wakes up at 7:00. Mark wakes up at 1:45. Michael wakes up at 3:30. The only person that wakes up in the evening is","['Steve', 'Mark', 'Michael']",07:00:00,7:00,Steve,evening,morning,3,1,73,77
Steve,04:30:00,Jerry,21:15:00,Aaron,16:15:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Steve does yoga at 4:30. Jerry does yoga at 21:15. Aaron does yoga at 16:15. The only person that does yoga in the evening is","['Steve', 'Jerry', 'Aaron']",04:30:00,4:30,Steve,evening,night,3,0,109,113
Scott,12:30:00,Michael,15:15:00,Blake,22:45:00,"The following events take place on Earth2, where night occurs from 9:00-17:00 everywhere. Scott plays a musical instrument at 12:30. Michael plays a musical instrument at 15:15. Blake plays a musical instrument at 22:45. The only person that plays a musical instrument in the afternoon is","['Scott', 'Michael', 'Blake']",22:45:00,22:45,Blake,afternoon,evening,2,3,214,219
