name_1,date_1,duration_str_1,name_2,date_2,duration_str_2,name_3,date_3,duration_str_3,context,duration_type,correct_date,correct_date_expr,correct_end_date,correct_duration,correct_duration_str,correct_duration_length,correct_month,correct_answer
Kevin,2019-10-09,10 days,Hunter,2019-11-18,25 days,Luke,2019-11-15,25 days,Kevin's exchange starts on the 9th of October and goes on for 10 days. Hunter's exchange starts on the 18th of November and goes on for 25 days. Luke's exchange starts on the 15th of November and goes on for 25 days. The person whose exchange ends first is,weeks,2019-10-09,the 9th of October,2019-10-19,10 days,10 days,10,October,Kevin
Walker,2019-11-08,2 months,Connor,2019-11-07,1 month,Charlie,2019-10-30,8 months,Walker is moving abroad on the 8th of November and intends to stay for 2 months. Connor is moving abroad on the 7th of November and intends to stay for 1 month. Charlie is moving abroad on the 30th of October and intends to stay for 8 months. The person whose relocation ends first is,months,2019-11-07,the 7th of November,2019-12-07,30 days,1 month,30,November,Connor
Martin,2019-11-02,8 weeks,Walker,2019-11-08,2 months,Jack,2019-10-21,8 months,Martin's mentorship begins on the 2nd of November and continues for 8 weeks. Walker's mentorship begins on the 8th of November and continues for 2 months. Jack's mentorship begins on the 21st of October and continues for 8 months. The person whose mentorship ends first is,months,2019-11-02,the 2nd of November,2019-12-28,56 days,8 weeks,56,November,Martin
April,2019-11-09,7 days,Tyler,2019-11-17,6 days,George,2019-11-12,9 days,April leaves for a retreat on the 9th of November and will be away for 7 days. Tyler leaves for a retreat on the 17th of November and will be away for 6 days. George leaves for a retreat on the 12th of November and will be away for 9 days. The person whose retreat ends first is,days,2019-11-09,the 9th of November,2019-11-16,7 days,7 days,7,November,April
Steve,2019-11-09,1 month,Alex,2019-11-08,6 weeks,Walker,2019-11-18,4 weeks,Steve is starting a remote assignment on the 9th of November and will work for 1 month. Alex is starting a remote assignment on the 8th of November and will work for 6 weeks. Walker is starting a remote assignment on the 18th of November and will work for 4 weeks. The person whose remote work ends first is,months,2019-11-09,the 9th of November,2019-12-09,30 days,1 month,30,November,Steve
Blake,2019-11-25,1 week,William,2019-11-05,7 days,Emily,2019-11-14,2 weeks,Blake's treatment begins on the 25th of November and is scheduled to last for 1 week. William's treatment begins on the 5th of November and is scheduled to last for 7 days. Emily's treatment begins on the 14th of November and is scheduled to last for 2 weeks. The person whose treatment ends first is,weeks,2019-11-05,the 5th of November,2019-11-12,7 days,7 days,7,November,William
Leon,2019-10-29,8 days,Kevin,2019-11-01,6 days,April,2019-11-09,7 days,"Leon is starting a coding sprint on the 29th of October, running for 8 days. Kevin is starting a coding sprint on the 1st of November, running for 6 days. April is starting a coding sprint on the 9th of November, running for 7 days. The person whose coding sprint ends first is",days,2019-10-29,the 29th of October,2019-11-06,8 days,8 days,8,October,Leon
Blake,2019-11-25,1 week,April,2019-11-28,4 weeks,Leon,2019-11-27,30 days,Blake's trial period begins on the 25th of November and lasts for 1 week. April's trial period begins on the 28th of November and lasts for 4 weeks. Leon's trial period begins on the 27th of November and lasts for 30 days. The person whose trial period ends first is,weeks,2019-11-25,the 25th of November,2019-12-02,7 days,1 week,7,November,Blake
Charlie,2019-10-30,8 months,Alex,2019-11-21,3 months,Josh,2019-10-01,8 months,Charlie is starting a volunteer program on the 30th of October and will be active for 8 months. Alex is starting a volunteer program on the 21st of November and will be active for 3 months. Josh is starting a volunteer program on the 1st of October and will be active for 8 months. The person whose volunteer program ends first is,months,2019-11-21,the 21st of November,2020-02-19,90 days,3 months,90,November,Alex
Blake,2019-10-22,7 days,Leon,2019-10-02,10 days,Max,2019-11-15,7 days,Blake's intensive course starts on the 22nd of October and lasts for 7 days. Leon's intensive course starts on the 2nd of October and lasts for 10 days. Max's intensive course starts on the 15th of November and lasts for 7 days. The person whose intensive course ends first is,days,2019-10-02,the 2nd of October,2019-10-12,10 days,10 days,10,October,Leon
Richard,2019-10-14,6 months,Ian,2019-10-26,8 months,Peter,2019-10-27,8 weeks,"Richard is enrolling in a professional training program on the 14th of October, which runs for about 6 months. Ian is enrolling in a professional training program on the 26th of October, which runs for about 8 months. Peter is enrolling in a professional training program on the 27th of October, which runs for about 8 weeks. The person whose training program ends first is",months,2019-10-27,the 27th of October,2019-12-22,56 days,8 weeks,56,October,Peter
William,2019-11-15,8 months,Alice,2019-11-07,6 weeks,John,2019-11-14,8 weeks,William is starting a consultancy role on the 15th of November and will serve for 8 months. Alice is starting a consultancy role on the 7th of November and will serve for 6 weeks. John is starting a consultancy role on the 14th of November and will serve for 8 weeks. The person whose consultancy ends first is,months,2019-11-07,the 7th of November,2019-12-19,42 days,6 weeks,42,November,Alice
Charlie,2019-10-24,1 month,William,2019-11-15,8 months,Grant,2019-10-11,6 months,Charlie is taking a parenting leave starting on the 24th of October and it will last for 1 month. William is taking a parenting leave starting on the 15th of November and it will last for 8 months. Grant is taking a parenting leave starting on the 11th of October and it will last for 6 months. The person whose parenting leave ends first is,months,2019-10-24,the 24th of October,2019-11-23,30 days,1 month,30,October,Charlie
Blake,2019-11-25,1 week,Josh,2019-11-28,14 days,Steve,2019-10-07,1 week,Blake's mentorship begins on the 25th of November and continues for 1 week. Josh's mentorship begins on the 28th of November and continues for 14 days. Steve's mentorship begins on the 7th of October and continues for 1 week. The person whose mentorship ends first is,weeks,2019-10-07,the 7th of October,2019-10-14,7 days,1 week,7,October,Steve
Dallas,2019-10-10,7 days,Blake,2019-10-22,7 days,Max,2019-11-15,7 days,Dallas's music tour starts on the 10th of October and lasts for 7 days. Blake's music tour starts on the 22nd of October and lasts for 7 days. Max's music tour starts on the 15th of November and lasts for 7 days. The person whose music tour ends first is,days,2019-10-10,the 10th of October,2019-10-17,7 days,7 days,7,October,Dallas
Mark,2019-10-05,4 weeks,Joy,2019-10-02,21 days,Emily,2019-11-02,30 days,Mark is taking a parenting leave starting on the 5th of October and it will last for 4 weeks. Joy is taking a parenting leave starting on the 2nd of October and it will last for 21 days. Emily is taking a parenting leave starting on the 2nd of November and it will last for 30 days. The person whose parenting leave ends first is,weeks,2019-10-02,the 2nd of October,2019-10-23,21 days,21 days,21,October,Joy
Maria,2019-11-08,6 months,Alice,2019-11-07,6 weeks,Charlie,2019-10-24,1 month,Maria's mentorship begins on the 8th of November and continues for 6 months. Alice's mentorship begins on the 7th of November and continues for 6 weeks. Charlie's mentorship begins on the 24th of October and continues for 1 month. The person whose mentorship ends first is,months,2019-10-24,the 24th of October,2019-11-23,30 days,1 month,30,October,Charlie
Steve,2019-11-16,7 days,Kyle,2019-11-02,2 days,Henry,2019-11-09,5 days,"Steve starts a photography bootcamp on the 16th of November, which lasts for 7 days. Kyle starts a photography bootcamp on the 2nd of November, which lasts for 2 days. Henry starts a photography bootcamp on the 9th of November, which lasts for 5 days. The person whose photography bootcamp ends first is",days,2019-11-02,the 2nd of November,2019-11-04,2 days,2 days,2,November,Kyle
Andrew,2019-11-08,10 days,George,2019-11-12,9 days,Emily,2019-11-21,6 days,Andrew is going camping on the 8th of November and will be out for 10 days. George is going camping on the 12th of November and will be out for 9 days. Emily is going camping on the 21st of November and will be out for 6 days. The person whose camping ends first is,days,2019-11-08,the 8th of November,2019-11-18,10 days,10 days,10,November,Andrew
Steve,2019-11-16,7 days,Blake,2019-10-22,7 days,Luke,2019-11-01,3 days,Steve is going camping on the 16th of November and will be out for 7 days. Blake is going camping on the 22nd of October and will be out for 7 days. Luke is going camping on the 1st of November and will be out for 3 days. The person whose camping ends first is,days,2019-10-22,the 22nd of October,2019-10-29,7 days,7 days,7,October,Blake
Josh,2019-10-01,8 months,Grant,2019-10-11,6 months,Alex,2019-11-21,3 months,Josh's exchange starts on the 1st of October and goes on for 8 months. Grant's exchange starts on the 11th of October and goes on for 6 months. Alex's exchange starts on the 21st of November and goes on for 3 months. The person whose exchange ends first is,months,2019-11-21,the 21st of November,2020-02-19,90 days,3 months,90,November,Alex
Ryan,2019-10-27,3 days,Andrew,2019-10-20,10 days,Rose,2019-11-10,5 days,Ryan is going on a road trip starting on the 27th of October and will be traveling for 3 days. Andrew is going on a road trip starting on the 20th of October and will be traveling for 10 days. Rose is going on a road trip starting on the 10th of November and will be traveling for 5 days. The person whose road trip ends first is,days,2019-10-27,the 27th of October,2019-10-30,3 days,3 days,3,October,Ryan
Andrew,2019-11-08,10 days,Rose,2019-11-10,5 days,Connor,2019-10-30,3 days,Andrew is enrolled in a cooking class beginning on the 8th of November and lasting 10 days. Rose is enrolled in a cooking class beginning on the 10th of November and lasting 5 days. Connor is enrolled in a cooking class beginning on the 30th of October and lasting 3 days. The person whose cooking class ends first is,days,2019-10-30,the 30th of October,2019-11-02,3 days,3 days,3,October,Connor
Blake,2019-11-25,1 week,Jack,2019-11-28,1 week,Kevin,2019-10-16,7 days,Blake is starting a language course on the 25th of November and will last for 1 week. Jack is starting a language course on the 28th of November and will last for 1 week. Kevin is starting a language course on the 16th of October and will last for 7 days. The person whose language course ends first is,weeks,2019-10-16,the 16th of October,2019-10-23,7 days,7 days,7,October,Kevin
Ryan,2019-11-13,8 days,George,2019-11-17,10 days,Connor,2019-10-30,3 days,Ryan's trial period begins on the 13th of November and lasts for 8 days. George's trial period begins on the 17th of November and lasts for 10 days. Connor's trial period begins on the 30th of October and lasts for 3 days. The person whose trial period ends first is,days,2019-10-30,the 30th of October,2019-11-02,3 days,3 days,3,October,Connor
