name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_og_season,correct_og_season_label,correct_answer
Hunter,2019-09-28,Jason,2019-10-21,Hope,2019-07-19,"['Hunter', 'Jason', 'Hope']",The following events take place in the southern hemisphere. Hunter got a raise on the 28th of September. Jason got a raise on the 21st of October. Hope got a raise on the 19th of July. The only person that got a raise in winter is,2019-07-19,19th of July,winter,0,summer,2,Hope
Neil,2019-05-09,Kyle,2019-09-10,Henry,2019-10-27,"['Neil', 'Kyle', 'Henry']",The following events take place in the southern hemisphere. Neil played chess on the 9th of May. Kyle played chess on the 10th of September. Henry played chess on the 27th of October. The only person that played chess in fall is,2019-05-09,9th of May,fall,3,spring,1,Neil
Robert,2019-10-24,Rose,2019-02-05,Kyle,2019-06-17,"['Robert', 'Rose', 'Kyle']",The following events take place in the southern hemisphere. Robert attended a graduation on the 24th of October. Rose attended a graduation on the 5th of February. Kyle attended a graduation on the 17th of June. The only person that attended a graduation in spring is,2019-10-24,24th of October,spring,1,fall,3,Robert
Brandon,2019-08-04,Hope,2019-10-11,George,2019-06-01,"['Brandon', 'Hope', 'George']",The following events take place in the southern hemisphere. Brandon threw a party on the 4th of August. Hope threw a party on the 11th of October. George threw a party on the 1st of June. The only person that threw a party in winter is,2019-08-04,4th of August,winter,0,summer,2,Brandon
Kyle,2019-12-09,Frank,2019-05-19,Laura,2019-04-05,"['Kyle', 'Frank', 'Laura']",The following events take place in the southern hemisphere. Kyle sent a postcard on the 9th of December. Frank sent a postcard on the 19th of May. Laura sent a postcard on the 5th of April. The only person that sent a postcard in spring is,2019-12-09,9th of December,spring,1,fall,3,Kyle
Hope,2019-09-16,Laura,2019-04-05,Mark,2019-08-21,"['Hope', 'Laura', 'Mark']",The following events take place in the southern hemisphere. Hope went to the museum on the 16th of September. Laura went to the museum on the 5th of April. Mark went to the museum on the 21st of August. The only person that went to the museum in fall is,2019-04-05,5th of April,fall,3,spring,1,Laura
Leon,2019-01-22,Walker,2019-06-23,Richard,2019-10-05,"['Leon', 'Walker', 'Richard']",The following events take place in the southern hemisphere. Leon went to a French restaurant on the 22nd of January. Walker went to a French restaurant on the 23rd of June. Richard went to a French restaurant on the 5th of October. The only person that went to a French restaurant in summer is,2019-01-22,22nd of January,summer,2,winter,0,Leon
Max,2019-11-08,Tyler,2019-08-10,Alex,2019-08-19,"['Max', 'Tyler', 'Alex']",The following events take place in the southern hemisphere. Max washed the floors on the 8th of November. Tyler washed the floors on the 10th of August. Alex washed the floors on the 19th of August. The only person that washed the floors in spring is,2019-11-08,8th of November,spring,1,fall,3,Max
Frank,2019-11-24,Aaron,2019-10-20,Joy,2019-05-31,"['Frank', 'Aaron', 'Joy']",The following events take place in the southern hemisphere. Frank got a manicure on the 24th of November. Aaron got a manicure on the 20th of October. Joy got a manicure on the 31st of May. The only person that got a manicure in fall is,2019-05-31,31st of May,fall,3,spring,1,Joy
Richard,2019-09-14,Jerry,2019-10-15,Robert,2019-12-26,"['Richard', 'Jerry', 'Robert']",The following events take place in the southern hemisphere. Richard painted a mural on the 14th of September. Jerry painted a mural on the 15th of October. Robert painted a mural on the 26th of December. The only person that painted a mural in winter is,2019-09-14,14th of September,winter,0,summer,2,Richard
Leon,2019-12-09,Frank,2019-12-30,Mark,2019-09-05,"['Leon', 'Frank', 'Mark']",The following events take place in the southern hemisphere. Leon arrived in the UK on the 9th of December. Frank arrived in the UK on the 30th of December. Mark arrived in the UK on the 5th of September. The only person that arrived in the UK in spring is,2019-12-09,9th of December,spring,1,fall,3,Leon
Hope,2019-10-21,Tyler,2019-11-23,Grant,2019-01-13,"['Hope', 'Tyler', 'Grant']",The following events take place in the southern hemisphere. Hope cooked lasagna on the 21st of October. Tyler cooked lasagna on the 23rd of November. Grant cooked lasagna on the 13th of January. The only person that cooked lasagna in summer is,2019-01-13,13th of January,summer,2,winter,0,Grant
Frank,2019-05-19,Kyle,2019-06-17,Mark,2019-08-15,"['Frank', 'Kyle', 'Mark']",The following events take place in the southern hemisphere. Frank got a birthday gift on the 19th of May. Kyle got a birthday gift on the 17th of June. Mark got a birthday gift on the 15th of August. The only person that got a birthday gift in winter is,2019-08-15,15th of August,winter,0,summer,2,Mark
Brandon,2019-08-04,Leon,2019-01-31,Marco,2019-08-17,"['Brandon', 'Leon', 'Marco']",The following events take place in the southern hemisphere. Brandon visited a new city on the 4th of August. Leon visited a new city on the 31st of January. Marco visited a new city on the 17th of August. The only person that visited a new city in summer is,2019-01-31,31st of January,summer,2,winter,0,Leon
Tyler,2019-03-01,George,2019-07-15,Michael,2019-04-02,"['Tyler', 'George', 'Michael']",The following events take place in the southern hemisphere. Tyler washed the dog on the 1st of March. George washed the dog on the 15th of July. Michael washed the dog on the 2nd of April. The only person that washed the dog in summer is,2019-03-01,1st of March,summer,2,winter,0,Tyler
Joy,2019-09-03,Jack,2019-11-21,Alex,2019-10-11,"['Joy', 'Jack', 'Alex']",The following events take place in the southern hemisphere. Joy purchased a new laptop on the 3rd of September. Jack purchased a new laptop on the 21st of November. Alex purchased a new laptop on the 11th of October. The only person that purchased a new laptop in winter is,2019-09-03,3rd of September,winter,0,summer,2,Joy
Martin,2019-01-28,Jack,2019-01-14,Grant,2019-06-14,"['Martin', 'Jack', 'Grant']",The following events take place in the southern hemisphere. Martin got a haircut on the 28th of January. Jack got a haircut on the 14th of January. Grant got a haircut on the 14th of June. The only person that got a haircut in fall is,2019-06-14,14th of June,fall,3,spring,1,Grant
Richard,2019-07-10,Laura,2019-12-30,Grant,2019-11-29,"['Richard', 'Laura', 'Grant']",The following events take place in the southern hemisphere. Richard went to the gym on the 10th of July. Laura went to the gym on the 30th of December. Grant went to the gym on the 29th of November. The only person that went to the gym in winter is,2019-07-10,10th of July,winter,0,summer,2,Richard
Andrew,2019-05-06,Laura,2019-12-05,Marco,2019-11-02,"['Andrew', 'Laura', 'Marco']",The following events take place in the southern hemisphere. Andrew harvested a garden on the 6th of May. Laura harvested a garden on the 5th of December. Marco harvested a garden on the 2nd of November. The only person that harvested a garden in fall is,2019-05-06,6th of May,fall,3,spring,1,Andrew
Henry,2019-04-03,Scott,2019-05-25,Hunter,2019-08-12,"['Henry', 'Scott', 'Hunter']",The following events take place in the southern hemisphere. Henry went to a concert on the 3rd of April. Scott went to a concert on the 25th of May. Hunter went to a concert on the 12th of August. The only person that went to a concert in winter is,2019-08-12,12th of August,winter,0,summer,2,Hunter
Hunter,2019-07-14,Luke,2019-07-22,Bob,2019-04-30,"['Hunter', 'Luke', 'Bob']",The following events take place in the southern hemisphere. Hunter took a train on the 14th of July. Luke took a train on the 22nd of July. Bob took a train on the 30th of April. The only person that took a train in fall is,2019-04-30,30th of April,fall,3,spring,1,Bob
Neil,2019-04-05,Ryan,2019-07-04,Fred,2019-12-21,"['Neil', 'Ryan', 'Fred']",The following events take place in the southern hemisphere. Neil cleaned the basement on the 5th of April. Ryan cleaned the basement on the 4th of July. Fred cleaned the basement on the 21st of December. The only person that cleaned the basement in fall is,2019-04-05,5th of April,fall,3,spring,1,Neil
Scott,2019-03-08,Ian,2019-12-22,Matt,2019-06-15,"['Scott', 'Ian', 'Matt']",The following events take place in the southern hemisphere. Scott cleaned the shed on the 8th of March. Ian cleaned the shed on the 22nd of December. Matt cleaned the shed on the 15th of June. The only person that cleaned the shed in fall is,2019-06-15,15th of June,fall,3,spring,1,Matt
Emily,2019-10-13,Leon,2019-01-22,Ryan,2019-07-30,"['Emily', 'Leon', 'Ryan']",The following events take place in the southern hemisphere. Emily planted a tree on the 13th of October. Leon planted a tree on the 22nd of January. Ryan planted a tree on the 30th of July. The only person that planted a tree in spring is,2019-10-13,13th of October,spring,1,fall,3,Emily
Ryan,2019-04-04,Robert,2019-04-30,William,2019-10-16,"['Ryan', 'Robert', 'William']",The following events take place in the southern hemisphere. Ryan left for vacation on the 4th of April. Robert left for vacation on the 30th of April. William left for vacation on the 16th of October. The only person that left for vacation in spring is,2019-10-16,16th of October,spring,1,fall,3,William
Martin,2019-12-25,Alice,2019-11-22,Fred,2019-09-23,"['Martin', 'Alice', 'Fred']",The following events take place in the southern hemisphere. Martin took a plane on the 25th of December. Alice took a plane on the 22nd of November. Fred took a plane on the 23rd of September. The only person that took a plane in summer is,2019-12-25,25th of December,summer,2,winter,0,Martin
Steve,2019-03-03,Ryan,2019-06-17,Luke,2019-06-11,"['Steve', 'Ryan', 'Luke']",The following events take place in the southern hemisphere. Steve had a picnic on the 3rd of March. Ryan had a picnic on the 17th of June. Luke had a picnic on the 11th of June. The only person that had a picnic in summer is,2019-03-03,3rd of March,summer,2,winter,0,Steve
Joy,2019-01-10,Andrew,2019-10-05,Laura,2019-06-16,"['Joy', 'Andrew', 'Laura']",The following events take place in the southern hemisphere. Joy got a raise on the 10th of January. Andrew got a raise on the 5th of October. Laura got a raise on the 16th of June. The only person that got a raise in summer is,2019-01-10,10th of January,summer,2,winter,0,Joy
John,2019-04-05,Connor,2019-01-20,Kevin,2019-02-23,"['John', 'Connor', 'Kevin']",The following events take place in the southern hemisphere. John went to the zoo on the 5th of April. Connor went to the zoo on the 20th of January. Kevin went to the zoo on the 23rd of February. The only person that went to the zoo in fall is,2019-04-05,5th of April,fall,3,spring,1,John
Walker,2019-08-16,Hope,2019-12-11,Jerry,2019-03-15,"['Walker', 'Hope', 'Jerry']",The following events take place in the southern hemisphere. Walker moved to a new city on the 16th of August. Hope moved to a new city on the 11th of December. Jerry moved to a new city on the 15th of March. The only person that moved to a new city in winter is,2019-08-16,16th of August,winter,0,summer,2,Walker
Richard,2019-04-05,Bob,2019-05-17,Maria,2019-11-15,"['Richard', 'Bob', 'Maria']",The following events take place in the southern hemisphere. Richard went to the cinema on the 5th of April. Bob went to the cinema on the 17th of May. Maria went to the cinema on the 15th of November. The only person that went to the cinema in spring is,2019-11-15,15th of November,spring,1,fall,3,Maria
