name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_date_str,correct_season,correct_season_label,correct_answer
William,2019-08-17,Tyler,2019-05-03,Martin,2019-01-03,"['William', 'Tyler', 'Martin']",William purchased a new laptop on the 17th of August. Tyler purchased a new laptop on the 3rd of May. Martin purchased a new laptop on the 3rd of January. The only person that purchased a new laptop in summer is,2019-08-17,17th of August,summer,2,William
Dean,2019-01-06,Rachel,2019-09-15,Hunter,2019-11-10,"['Dean', 'Rachel', 'Hunter']",Dean attended a funeral on the 6th of January. Rachel attended a funeral on the 15th of September. Hunter attended a funeral on the 10th of November. The only person that attended a funeral in winter is,2019-01-06,6th of January,winter,0,Dean
Richard,2019-04-08,Robert,2019-07-17,Fred,2019-11-23,"['Richard', 'Robert', 'Fred']",Richard returned from vacation on the 8th of April. Robert returned from vacation on the 17th of July. Fred returned from vacation on the 23rd of November. The only person that returned from vacation in spring is,2019-04-08,8th of April,spring,1,Richard
Hunter,2019-11-23,Steve,2019-03-25,William,2019-04-16,"['Hunter', 'Steve', 'William']",Hunter wrote a letter on the 23rd of November. Steve wrote a letter on the 25th of March. William wrote a letter on the 16th of April. The only person that wrote a letter in fall is,2019-11-23,23rd of November,fall,3,Hunter
Aaron,2019-07-12,Grant,2019-04-17,Rachel,2019-08-30,"['Aaron', 'Grant', 'Rachel']",Aaron had a picnic on the 12th of July. Grant had a picnic on the 17th of April. Rachel had a picnic on the 30th of August. The only person that had a picnic in spring is,2019-04-17,17th of April,spring,1,Grant
Peter,2019-08-07,John,2019-01-20,Andrew,2019-09-09,"['Peter', 'John', 'Andrew']",Peter went to an Indian restaurant on the 7th of August. John went to an Indian restaurant on the 20th of January. Andrew went to an Indian restaurant on the 9th of September. The only person that went to an Indian restaurant in winter is,2019-01-20,20th of January,winter,0,John
Dallas,2019-09-30,Brandon,2019-01-21,Hunter,2019-11-10,"['Dallas', 'Brandon', 'Hunter']",Dallas won the lottery on the 30th of September. Brandon won the lottery on the 21st of January. Hunter won the lottery on the 10th of November. The only person that won the lottery in winter is,2019-01-21,21st of January,winter,0,Brandon
Walker,2019-05-05,Steve,2019-11-12,Emily,2019-09-03,"['Walker', 'Steve', 'Emily']",Walker repaired the bike on the 5th of May. Steve repaired the bike on the 12th of November. Emily repaired the bike on the 3rd of September. The only person that repaired the bike in spring is,2019-05-05,5th of May,spring,1,Walker
Kyle,2019-06-30,Neil,2019-04-27,Tyler,2019-12-23,"['Kyle', 'Neil', 'Tyler']",Kyle arrived in the UK on the 30th of June. Neil arrived in the UK on the 27th of April. Tyler arrived in the UK on the 23rd of December. The only person that arrived in the UK in summer is,2019-06-30,30th of June,summer,2,Kyle
Dean,2019-02-09,April,2019-04-02,Brandon,2019-07-05,"['Dean', 'April', 'Brandon']",Dean cooked lasagna on the 9th of February. April cooked lasagna on the 2nd of April. Brandon cooked lasagna on the 5th of July. The only person that cooked lasagna in winter is,2019-02-09,9th of February,winter,0,Dean
Peter,2019-02-25,Grant,2019-06-29,Dean,2019-01-06,"['Peter', 'Grant', 'Dean']",Peter moved to a new city on the 25th of February. Grant moved to a new city on the 29th of June. Dean moved to a new city on the 6th of January. The only person that moved to a new city in summer is,2019-06-29,29th of June,summer,2,Grant
Jason,2019-07-12,Neil,2019-08-01,April,2019-05-02,"['Jason', 'Neil', 'April']",Jason reorganized the closet on the 12th of July. Neil reorganized the closet on the 1st of August. April reorganized the closet on the 2nd of May. The only person that reorganized the closet in spring is,2019-05-02,2nd of May,spring,1,April
Emily,2019-04-19,Neil,2019-02-02,Ian,2019-11-03,"['Emily', 'Neil', 'Ian']",Emily visited a new country on the 19th of April. Neil visited a new country on the 2nd of February. Ian visited a new country on the 3rd of November. The only person that visited a new country in spring is,2019-04-19,19th of April,spring,1,Emily
Robert,2019-05-11,George,2019-09-02,Walker,2019-03-29,"['Robert', 'George', 'Walker']",Robert watered the plants on the 11th of May. George watered the plants on the 2nd of September. Walker watered the plants on the 29th of March. The only person that watered the plants in summer is,2019-09-02,2nd of September,summer,2,George
Jerry,2019-06-05,Maria,2019-06-13,Steve,2019-09-23,"['Jerry', 'Maria', 'Steve']",Jerry went to an Indian restaurant on the 5th of June. Maria went to an Indian restaurant on the 13th of June. Steve went to an Indian restaurant on the 23rd of September. The only person that went to an Indian restaurant in fall is,2019-09-23,23rd of September,fall,3,Steve
Luke,2019-09-23,Richard,2019-12-02,Steve,2019-01-28,"['Luke', 'Richard', 'Steve']",Luke went to a Thai restaurant on the 23rd of September. Richard went to a Thai restaurant on the 2nd of December. Steve went to a Thai restaurant on the 28th of January. The only person that went to a Thai restaurant in winter is,2019-01-28,28th of January,winter,0,Steve
Rachel,2019-10-18,Ian,2019-06-16,Joy,2019-07-17,"['Rachel', 'Ian', 'Joy']",Rachel got a haircut on the 18th of October. Ian got a haircut on the 16th of June. Joy got a haircut on the 17th of July. The only person that got a haircut in fall is,2019-10-18,18th of October,fall,3,Rachel
Walker,2019-08-29,Ryan,2019-07-11,Jack,2019-03-01,"['Walker', 'Ryan', 'Jack']",Walker cleaned the attic on the 29th of August. Ryan cleaned the attic on the 11th of July. Jack cleaned the attic on the 1st of March. The only person that cleaned the attic in winter is,2019-03-01,1st of March,winter,0,Jack
Peter,2019-01-31,Hope,2019-09-22,Tyler,2019-09-02,"['Peter', 'Hope', 'Tyler']",Peter went to a concert on the 31st of January. Hope went to a concert on the 22nd of September. Tyler went to a concert on the 2nd of September. The only person that went to a concert in winter is,2019-01-31,31st of January,winter,0,Peter
Robert,2019-10-22,Josh,2019-07-21,Rachel,2019-08-30,"['Robert', 'Josh', 'Rachel']",Robert mowed the lawn on the 22nd of October. Josh mowed the lawn on the 21st of July. Rachel mowed the lawn on the 30th of August. The only person that mowed the lawn in fall is,2019-10-22,22nd of October,fall,3,Robert
Scott,2019-01-02,Dean,2019-04-14,Aaron,2019-07-28,"['Scott', 'Dean', 'Aaron']",Scott painted a mural on the 2nd of January. Dean painted a mural on the 14th of April. Aaron painted a mural on the 28th of July. The only person that painted a mural in winter is,2019-01-02,2nd of January,winter,0,Scott
Michael,2019-11-20,Josh,2019-09-27,Hope,2019-05-19,"['Michael', 'Josh', 'Hope']",Michael took a boat on the 20th of November. Josh took a boat on the 27th of September. Hope took a boat on the 19th of May. The only person that took a boat in spring is,2019-05-19,19th of May,spring,1,Hope
Neil,2019-06-13,Grant,2019-08-21,Rachel,2019-11-28,"['Neil', 'Grant', 'Rachel']",Neil painted a mural on the 13th of June. Grant painted a mural on the 21st of August. Rachel painted a mural on the 28th of November. The only person that painted a mural in spring is,2019-06-13,13th of June,spring,1,Neil
Alice,2019-10-28,Jack,2019-03-01,Ryan,2019-12-17,"['Alice', 'Jack', 'Ryan']",Alice reorganized the closet on the 28th of October. Jack reorganized the closet on the 1st of March. Ryan reorganized the closet on the 17th of December. The only person that reorganized the closet in winter is,2019-03-01,1st of March,winter,0,Jack
Neil,2019-02-02,Kyle,2019-06-25,April,2019-09-15,"['Neil', 'Kyle', 'April']",Neil built a desktop computer on the 2nd of February. Kyle built a desktop computer on the 25th of June. April built a desktop computer on the 15th of September. The only person that built a desktop computer in winter is,2019-02-02,2nd of February,winter,0,Neil
Peter,2019-08-07,John,2019-12-17,Joy,2019-11-11,"['Peter', 'John', 'Joy']",Peter went to a French restaurant on the 7th of August. John went to a French restaurant on the 17th of December. Joy went to a French restaurant on the 11th of November. The only person that went to a French restaurant in summer is,2019-08-07,7th of August,summer,2,Peter
Max,2019-06-30,Laura,2019-10-05,Jack,2019-01-06,"['Max', 'Laura', 'Jack']",Max took a train on the 30th of June. Laura took a train on the 5th of October. Jack took a train on the 6th of January. The only person that took a train in summer is,2019-06-30,30th of June,summer,2,Max
Tyler,2019-07-31,Joy,2019-11-24,Hunter,2019-02-13,"['Tyler', 'Joy', 'Hunter']",Tyler returned from vacation on the 31st of July. Joy returned from vacation on the 24th of November. Hunter returned from vacation on the 13th of February. The only person that returned from vacation in summer is,2019-07-31,31st of July,summer,2,Tyler
Kevin,2019-02-25,Max,2019-06-27,Luke,2019-04-29,"['Kevin', 'Max', 'Luke']",Kevin took a boat on the 25th of February. Max took a boat on the 27th of June. Luke took a boat on the 29th of April. The only person that took a boat in winter is,2019-02-25,25th of February,winter,0,Kevin
Robert,2019-12-16,William,2019-08-30,Maria,2019-08-17,"['Robert', 'William', 'Maria']",Robert attended a graduation on the 16th of December. William attended a graduation on the 30th of August. Maria attended a graduation on the 17th of August. The only person that attended a graduation in fall is,2019-12-16,16th of December,fall,3,Robert
Alice,2019-02-28,Richard,2019-12-02,Jerry,2019-06-05,"['Alice', 'Richard', 'Jerry']",Alice moved to a new city on the 28th of February. Richard moved to a new city on the 2nd of December. Jerry moved to a new city on the 5th of June. The only person that moved to a new city in winter is,2019-02-28,28th of February,winter,0,Alice
Grant,2019-07-06,Alice,2019-11-12,Max,2019-06-30,"['Grant', 'Alice', 'Max']",Grant cleaned the windows on the 6th of July. Alice cleaned the windows on the 12th of November. Max cleaned the windows on the 30th of June. The only person that cleaned the windows in fall is,2019-11-12,12th of November,fall,3,Alice
Steve,2019-01-28,Scott,2019-06-16,Aaron,2019-09-07,"['Steve', 'Scott', 'Aaron']",Steve received a promotion on the 28th of January. Scott received a promotion on the 16th of June. Aaron received a promotion on the 7th of September. The only person that received a promotion in winter is,2019-01-28,28th of January,winter,0,Steve
Michael,2019-03-14,Emily,2019-04-19,Hunter,2019-04-30,"['Michael', 'Emily', 'Hunter']",Michael arrived in Canada on the 14th of March. Emily arrived in Canada on the 19th of April. Hunter arrived in Canada on the 30th of April. The only person that arrived in Canada in winter is,2019-03-14,14th of March,winter,0,Michael
April,2019-09-16,Jerry,2019-12-06,Andrew,2019-09-01,"['April', 'Jerry', 'Andrew']",April played beer pong on the 16th of September. Jerry played beer pong on the 6th of December. Andrew played beer pong on the 1st of September. The only person that played beer pong in fall is,2019-12-06,6th of December,fall,3,Jerry
Steve,2019-01-02,Marco,2019-11-19,Joy,2019-08-11,"['Steve', 'Marco', 'Joy']",Steve passed an exam on the 2nd of January. Marco passed an exam on the 19th of November. Joy passed an exam on the 11th of August. The only person that passed an exam in winter is,2019-01-02,2nd of January,winter,0,Steve
Ryan,2019-10-05,Steve,2019-05-02,Blake,2019-01-28,"['Ryan', 'Steve', 'Blake']",Ryan had a picnic on the 5th of October. Steve had a picnic on the 2nd of May. Blake had a picnic on the 28th of January. The only person that had a picnic in fall is,2019-10-05,5th of October,fall,3,Ryan
Scott,2019-06-27,George,2019-05-19,Alice,2019-08-23,"['Scott', 'George', 'Alice']",Scott went to a concert on the 27th of June. George went to a concert on the 19th of May. Alice went to a concert on the 23rd of August. The only person that went to a concert in spring is,2019-05-19,19th of May,spring,1,George
John,2019-09-26,Bob,2019-09-16,Neil,2019-09-17,"['John', 'Bob', 'Neil']",John left for vacation on the 26th of September. Bob left for vacation on the 16th of September. Neil left for vacation on the 17th of September. The only person that left for vacation in fall is,2019-09-26,26th of September,fall,3,John
Walker,2019-08-29,Kyle,2019-03-13,Jason,2019-08-02,"['Walker', 'Kyle', 'Jason']",Walker arrived in France on the 29th of August. Kyle arrived in France on the 13th of March. Jason arrived in France on the 2nd of August. The only person that arrived in France in winter is,2019-03-13,13th of March,winter,0,Kyle
Jerry,2019-08-17,Joy,2019-05-25,Connor,2019-08-05,"['Jerry', 'Joy', 'Connor']",Jerry arrived in Canada on the 17th of August. Joy arrived in Canada on the 25th of May. Connor arrived in Canada on the 5th of August. The only person that arrived in Canada in spring is,2019-05-25,25th of May,spring,1,Joy
Martin,2019-09-12,Neil,2019-01-11,Max,2019-05-10,"['Martin', 'Neil', 'Max']",Martin planted a tree on the 12th of September. Neil planted a tree on the 11th of January. Max planted a tree on the 10th of May. The only person that planted a tree in summer is,2019-09-12,12th of September,summer,2,Martin
Rose,2019-06-25,Ryan,2019-11-13,Bob,2019-05-22,"['Rose', 'Ryan', 'Bob']",Rose donated toys on the 25th of June. Ryan donated toys on the 13th of November. Bob donated toys on the 22nd of May. The only person that donated toys in summer is,2019-06-25,25th of June,summer,2,Rose
Leon,2019-12-05,John,2019-09-19,Dallas,2019-09-23,"['Leon', 'John', 'Dallas']",Leon visited their family on the 5th of December. John visited their family on the 19th of September. Dallas visited their family on the 23rd of September. The only person that visited their family in summer is,2019-09-19,19th of September,summer,2,John
Laura,2019-09-07,Ryan,2019-03-05,Walker,2019-09-20,"['Laura', 'Ryan', 'Walker']",Laura washed the car on the 7th of September. Ryan washed the car on the 5th of March. Walker washed the car on the 20th of September. The only person that washed the car in winter is,2019-03-05,5th of March,winter,0,Ryan
